u0,tt0373889,9.0
u0,tt0304141,9.0
u0,tt2294629,5.0
u0,tt0108052,6.0
u0,tt0167260,8.0
u0,tt0120737,9.0
u0,tt0120815,6.0
u0,tt0281358,6.0
u0,tt0371746,9.0
u0,tt1596343,8.0
