UserID, MovieID, Rating 
ur16029197,tt7456310,7
ur16029197,tt3715320,6
ur16029197,tt3168230,6
ur16029197,tt6513120,7
ur16029197,tt8772262,8
ur16029197,tt1520211,9
ur16029197,tt2861424,10
ur16029197,tt5607976,7
ur16029197,tt8111088,9
ur16029197,tt7286456,9
ur16029197,tt0434409,8
ur16029197,tt0083658,9
ur16029197,tt2527336,6
ur16029197,tt2283336,5
ur16029197,tt0241527,9
ur16029197,tt0462499,8
ur16029197,tt0758758,7
ur16029197,tt0405422,8
ur16029197,tt0120382,8
ur16029197,tt1800241,7
ur16029197,tt0087469,7
ur16029197,tt0109040,6
ur16029197,tt0944947,9
ur16029197,tt1190634,10
ur16029197,tt1979376,9
ur16029197,tt8001346,8
ur16029197,tt0121766,7
ur16029197,tt2631186,6
ur16029197,tt0266543,9
ur16029197,tt0457430,9
ur16029197,tt6966692,8
ur16029197,tt0113277,7
ur16029197,tt0095016,9
ur16029197,tt0105695,7
ur16029197,tt0363163,9
ur16029197,tt1049413,8
ur16029197,tt0097576,8
ur16029197,tt0119488,8
ur16029197,tt0071853,8
ur16029197,tt0086250,8
ur16029197,tt0435761,9
ur16029197,tt0119217,7
ur16029197,tt0075314,8
ur16029197,tt0056172,8
ur16029197,tt0338013,9
ur16029197,tt0986264,6
ur16029197,tt0114709,8
ur16029197,tt1187043,7
ur16029197,tt5074352,6
ur16029197,tt0180093,6
ur16029197,tt0086190,8
ur16029197,tt0082096,10
ur16029197,tt0169547,9
ur16029197,tt0090605,9
ur16029197,tt0364569,8
ur16029197,tt0910970,9
ur16029197,tt0081505,8
ur16029197,tt4154756,9
ur16029197,tt0057012,8
ur16029197,tt0405094,8
ur16029197,tt4633694,9
ur16029197,tt0032553,7
ur16029197,tt0078748,10
ur16029197,tt0209144,7
ur16029197,tt0088763,7
ur16029197,tt0027977,8
ur16029197,tt0054215,7
ur16029197,tt0021749,7
ur16029197,tt0477348,7
ur16029197,tt2267998,7
ur16029197,tt1895587,7
ur16029197,tt5013056,7
ur16029197,tt5580390,7
ur16029197,tt4925292,7
ur16029197,tt5027774,9
ur16029197,tt0075148,9
ur16029197,tt2106476,8
ur16029197,tt0311113,10
ur16029197,tt0395169,9
ur16029197,tt2704998,6
ur16029197,tt3606752,6
ur0000595,tt1950186,9
ur0000595,tt7286456,10
ur0000595,tt5688932,7
ur0000595,tt1598642,7
ur0000595,tt0450345,4
ur0000595,tt7334528,6
ur0000595,tt1017460,7
ur0000595,tt0100403,6
ur0000595,tt1424381,7
ur0000595,tt0098627,6
ur0000595,tt7040874,6
ur0000595,tt0093773,8
ur0000595,tt0377800,7
ur0000595,tt0363547,8
ur0000595,tt0120907,6
ur0000595,tt0123755,7
ur0000595,tt0780571,7
ur0000595,tt0093223,8
ur0000595,tt0050105,9
ur0000595,tt5164214,6
ur0000595,tt7349662,8
ur0000595,tt5610554,7
ur0000595,tt7131622,7
ur0000595,tt6806448,6
ur0000595,tt6320628,8
ur0000595,tt0119177,10
ur0000595,tt5164432,8
ur0000595,tt1517451,8
ur0000595,tt4154796,8
ur0000595,tt6777338,9
ur0000595,tt6146586,9
ur0000595,tt0944947,1
ur0000595,tt1488606,7
ur0000595,tt0362227,7
ur0000595,tt0162222,9
ur0000595,tt3682448,7
ur0000595,tt6294822,7
ur0000595,tt4209788,7
ur0000595,tt6266538,8
ur0000595,tt7074886,7
ur0000595,tt0448115,8
ur0000595,tt2072233,5
ur0000595,tt3640424,7
ur0000595,tt2675914,7
ur0000595,tt3521126,8
ur0000595,tt4136084,8
ur0000595,tt3416532,6
ur0000595,tt1742044,7
ur16029197,tt0381849,9
ur16029197,tt5164214,6
ur16029197,tt4139588,6
ur16029197,tt1488606,6
ur16029197,tt4972582,6
ur16029197,tt7784604,6
ur16029197,tt1270797,4
ur16029197,tt4779682,5
ur16029197,tt3890160,6
ur16029197,tt2543164,9
ur16029197,tt1396484,8
ur16029197,tt4912910,6
ur16029197,tt5719748,6
ur16029197,tt6823368,7
ur16029197,tt0831387,5
ur16029197,tt4425200,8
ur16029197,tt2911666,7
ur16029197,tt6146586,8
ur16029197,tt0078788,6
ur0000595,tt1935179,7
ur0000595,tt1648190,5
ur0000595,tt5592248,5
ur0000595,tt2239822,5
ur0000595,tt4622512,6
ur0000595,tt1270797,6
ur0000595,tt3721964,6
ur0000595,tt2226597,6
ur0000595,tt5442430,6
ur0000595,tt1599348,7
ur0000595,tt2283362,7
ur0000595,tt4649466,7
ur0000595,tt1959563,6
ur0000595,tt3532216,6
ur0000595,tt5439796,8
ur0000595,tt0944947,9
ur0000595,tt0437086,8
ur0000595,tt1365519,6
ur0000595,tt1211837,7
